file,n_size,difficulty,solved,nodes_expanded,time_seconds,solution_length,reason
4x4/medios/18.txt,4,medios,True,1073,0.0151,20,OK
4x4/medios/19.txt,4,medios,True,1068,0.0143,18,OK
4x4/medios/20.txt,4,medios,True,1071,0.0164,12,OK
4x4/medios/21.txt,4,medios,True,1107,0.017,22,OK
4x4/medios/22.txt,4,medios,True,1416,0.0424,20,OK
4x4/medios/23.txt,4,medios,True,1109,0.0181,16,OK
4x4/medios/24.txt,4,medios,True,1072,0.0152,20,OK
4x4/medios/25.txt,4,medios,True,1108,0.0189,20,OK
4x4/medios/26.txt,4,medios,True,1181,0.0272,20,OK
4x4/medios/27.txt,4,medios,True,1755,0.0642,20,OK
4x4/medios/28.txt,4,medios,True,1222,0.0279,18,OK
4x4/medios/29.txt,4,medios,True,1053,0.0164,12,OK
4x4/medios/30.txt,4,medios,True,1167,0.0252,20,OK
4x4/medios/31.txt,4,medios,True,1061,0.0088,20,OK
4x4/medios/32.txt,4,medios,True,1050,0.0159,14,OK
4x4/medios/33.txt,4,medios,True,1132,0.0173,18,OK
4x4/medios/34.txt,4,medios,True,1083,0.0159,16,OK
4x4/medios/35.txt,4,medios,True,1046,0.0163,12,OK
4x4/medios/36.txt,4,medios,True,1087,0.0243,16,OK
4x4/medios/37.txt,4,medios,True,1084,0.0156,18,OK
4x4/medios/38.txt,4,medios,True,1047,0.016,12,OK
4x4/medios/39.txt,4,medios,True,1079,0.0153,20,OK
4x4/medios/40.txt,4,medios,True,1123,0.0333,18,OK
4x4/medios/41.txt,4,medios,True,1095,0.0264,14,OK
4x4/medios/42.txt,4,medios,True,1357,0.0334,22,OK
4x4/medios/43.txt,4,medios,True,1101,0.0174,18,OK
4x4/medios/44.txt,4,medios,True,1054,0.0161,14,OK
4x4/medios/45.txt,4,medios,True,1089,0.0161,16,OK
4x4/medios/46.txt,4,medios,True,1120,0.0165,20,OK
4x4/medios/47.txt,4,medios,True,1062,0.0089,20,OK
4x4/medios/48.txt,4,medios,True,1190,0.0337,18,OK
4x4/medios/49.txt,4,medios,True,1126,0.0191,16,OK
4x4/medios/50.txt,4,medios,True,1320,0.0318,20,OK
4x4/medios/51.txt,4,medios,True,1104,0.0158,20,OK
4x4/medios/52.txt,4,medios,True,1268,0.0357,22,OK
4x4/medios/53.txt,4,medios,True,1106,0.0158,20,OK
4x4/medios/54.txt,4,medios,True,1050,0.0081,16,OK
4x4/medios/55.txt,4,medios,True,1846,0.0569,20,OK
4x4/medios/56.txt,4,medios,True,1185,0.0335,20,OK
4x4/medios/57.txt,4,medios,True,1064,0.0095,8,OK
4x4/medios/58.txt,4,medios,True,1246,0.0356,20,OK
4x4/medios/59.txt,4,medios,True,1157,0.027,20,OK
4x4/medios/60.txt,4,medios,True,1078,0.0151,18,OK
4x4/medios/61.txt,4,medios,True,1062,0.0082,12,OK
4x4/medios/62.txt,4,medios,True,1345,0.0347,20,OK
4x4/medios/63.txt,4,medios,True,1128,0.0098,20,OK
4x4/medios/64.txt,4,medios,True,1077,0.0212,16,OK
4x4/medios/65.txt,4,medios,True,1093,0.0146,20,OK
4x4/medios/66.txt,4,medios,True,1098,0.0157,20,OK
4x4/medios/67.txt,4,medios,True,1089,0.017,20,OK
4x4/medios/68.txt,4,medios,True,1078,0.0244,16,OK
4x4/medios/69.txt,4,medios,True,1072,0.023,16,OK
4x4/medios/70.txt,4,medios,True,2753,0.1087,22,OK
4x4/medios/71.txt,4,medios,True,1121,0.0099,20,OK
4x4/medios/72.txt,4,medios,True,1464,0.042,20,OK
4x4/medios/73.txt,4,medios,True,1388,0.0401,20,OK
4x4/medios/74.txt,4,medios,True,1047,0.0154,14,OK
4x4/medios/75.txt,4,medios,True,1155,0.0301,20,OK
4x4/medios/76.txt,4,medios,True,1573,0.048,20,OK
4x4/medios/77.txt,4,medios,True,1089,0.0245,16,OK
4x4/medios/78.txt,4,medios,True,1109,0.0179,20,OK
4x4/medios/79.txt,4,medios,True,1084,0.0088,20,OK
4x4/medios/80.txt,4,medios,True,1061,0.0086,20,OK
4x4/medios/81.txt,4,medios,True,1225,0.0346,20,OK
4x4/medios/82.txt,4,medios,True,1270,0.0376,20,OK
4x4/medios/83.txt,4,medios,True,1364,0.0327,20,OK
4x4/medios/84.txt,4,medios,True,1059,0.0151,18,OK
4x4/medios/85.txt,4,medios,True,1145,0.0248,20,OK
4x4/medios/86.txt,4,medios,True,1174,0.0185,20,OK
4x4/medios/87.txt,4,medios,True,1325,0.0288,20,OK
4x4/medios/88.txt,4,medios,True,1093,0.0162,18,OK
4x4/medios/89.txt,4,medios,True,1064,0.0143,16,OK
4x4/medios/90.txt,4,medios,True,1113,0.0168,20,OK
4x4/medios/91.txt,4,medios,True,1357,0.0439,18,OK
4x4/medios/92.txt,4,medios,True,1059,0.0164,12,OK
4x4/medios/93.txt,4,medios,True,1072,0.0164,20,OK
4x4/medios/94.txt,4,medios,True,1120,0.0261,16,OK
4x4/medios/95.txt,4,medios,True,1711,0.0623,22,OK
4x4/medios/96.txt,4,medios,True,1137,0.0327,20,OK
4x4/medios/97.txt,4,medios,True,2112,0.0682,20,OK
4x4/medios/98.txt,4,medios,True,1376,0.0415,20,OK
4x4/medios/99.txt,4,medios,True,1056,0.0081,20,OK
4x4/medios/100.txt,4,medios,True,1837,0.0737,22,OK
4x4/dificiles/1.txt,4,dificiles,True,455919,12.483,46,OK
4x4/dificiles/2.txt,4,dificiles,True,15538,0.5044,28,OK
4x4/dificiles/3.txt,4,dificiles,True,223156,6.435,40,OK
4x4/dificiles/4.txt,4,dificiles,True,1182,0.0174,30,OK
4x4/dificiles/5.txt,4,dificiles,True,235406,6.9868,42,OK
4x4/dificiles/6.txt,4,dificiles,True,91534,2.791,32,OK
4x4/dificiles/7.txt,4,dificiles,True,1216,0.0268,26,OK
4x4/dificiles/8.txt,4,dificiles,True,10044,0.317,34,OK
4x4/dificiles/9.txt,4,dificiles,True,19110,0.5398,40,OK
4x4/dificiles/10.txt,4,dificiles,False,1042531,26.5116,0,timeout_or_limit
4x4/dificiles/11.txt,4,dificiles,True,2117,0.053,30,OK
4x4/dificiles/12.txt,4,dificiles,True,7312,0.2103,34,OK
4x4/dificiles/13.txt,4,dificiles,True,4261,0.1281,34,OK
4x4/dificiles/14.txt,4,dificiles,True,19112,0.5186,40,OK
4x4/dificiles/15.txt,4,dificiles,True,22753,0.6156,40,OK
4x4/dificiles/16.txt,4,dificiles,True,15734,0.4693,32,OK
4x4/dificiles/17.txt,4,dificiles,True,34494,1.0514,40,OK
4x4/dificiles/18.txt,4,dificiles,True,2380,0.0693,30,OK
4x4/dificiles/19.txt,4,dificiles,True,637738,18.8589,42,OK
4x4/dificiles/20.txt,4,dificiles,True,27683,0.7726,42,OK
4x4/dificiles/21.txt,4,dificiles,True,7205,0.2038,34,OK
4x4/dificiles/22.txt,4,dificiles,True,75212,2.4605,32,OK
4x4/dificiles/23.txt,4,dificiles,True,65478,2.0205,34,OK
4x4/dificiles/24.txt,4,dificiles,True,11719,0.3482,36,OK
4x4/dificiles/25.txt,4,dificiles,True,42655,1.1939,40,OK
4x4/dificiles/26.txt,4,dificiles,True,342913,9.9312,40,OK
4x4/dificiles/27.txt,4,dificiles,True,1846,0.0555,30,OK
4x4/dificiles/28.txt,4,dificiles,True,241485,7.4306,34,OK
4x4/dificiles/29.txt,4,dificiles,True,1217,0.0266,26,OK
4x4/dificiles/30.txt,4,dificiles,True,21466,0.6134,36,OK
4x4/dificiles/31.txt,4,dificiles,True,6733,0.2222,30,OK
4x4/dificiles/32.txt,4,dificiles,True,2088,0.0603,30,OK
4x4/dificiles/33.txt,4,dificiles,True,2757,0.0827,30,OK
4x4/dificiles/34.txt,4,dificiles,True,239451,7.2881,36,OK
4x4/dificiles/35.txt,4,dificiles,True,88957,2.5364,42,OK
4x4/dificiles/36.txt,4,dificiles,True,143013,4.3464,36,OK
4x4/dificiles/37.txt,4,dificiles,True,6256,0.1824,36,OK
4x4/dificiles/38.txt,4,dificiles,True,268869,8.2777,40,OK
4x4/dificiles/39.txt,4,dificiles,True,9968,0.3335,30,OK
4x4/dificiles/40.txt,4,dificiles,True,122327,3.4543,42,OK
4x4/dificiles/41.txt,4,dificiles,True,61678,1.9975,38,OK
4x4/dificiles/42.txt,4,dificiles,True,196472,4.9045,46,OK
4x4/dificiles/43.txt,4,dificiles,True,186139,5.3476,38,OK
4x4/dificiles/44.txt,4,dificiles,True,230018,6.9671,40,OK
4x4/dificiles/45.txt,4,dificiles,True,201314,5.6412,36,OK
4x4/dificiles/46.txt,4,dificiles,True,6670,0.2232,30,OK
4x4/dificiles/47.txt,4,dificiles,True,2444,0.072,30,OK
4x4/dificiles/48.txt,4,dificiles,True,3032,0.0849,28,OK
4x4/dificiles/49.txt,4,dificiles,True,3689,0.1127,28,OK
4x4/dificiles/50.txt,4,dificiles,True,64611,1.708,38,OK
4x4/dificiles/51.txt,4,dificiles,True,128424,3.8253,38,OK
4x4/dificiles/52.txt,4,dificiles,True,17612,0.5716,30,OK
4x4/dificiles/53.txt,4,dificiles,True,79269,2.3314,40,OK
4x4/dificiles/54.txt,4,dificiles,True,178721,5.8647,38,OK
4x4/dificiles/55.txt,4,dificiles,True,282122,8.1001,40,OK
4x4/dificiles/56.txt,4,dificiles,True,53664,1.7064,34,OK
4x4/dificiles/57.txt,4,dificiles,True,5290,0.2136,26,OK
4x4/dificiles/58.txt,4,dificiles,True,23798,0.7188,36,OK
4x4/dificiles/59.txt,4,dificiles,True,15655,0.5447,30,OK
4x4/dificiles/60.txt,4,dificiles,False,1007402,24.5817,0,timeout_or_limit
4x4/dificiles/61.txt,4,dificiles,False,1000030,27.8515,0,timeout_or_limit
4x4/dificiles/62.txt,4,dificiles,True,151808,4.7643,36,OK
4x4/dificiles/63.txt,4,dificiles,True,69762,1.9668,40,OK
4x4/dificiles/64.txt,4,dificiles,True,12044,0.4103,32,OK
4x4/dificiles/65.txt,4,dificiles,True,114606,3.7395,32,OK
4x4/dificiles/66.txt,4,dificiles,True,4223,0.1306,32,OK
4x4/dificiles/67.txt,4,dificiles,True,278674,8.2722,38,OK
4x4/dificiles/68.txt,4,dificiles,True,115547,3.2436,38,OK
4x4/dificiles/69.txt,4,dificiles,True,3833,0.1158,34,OK
4x4/dificiles/70.txt,4,dificiles,True,1209,0.0203,26,OK
4x4/dificiles/71.txt,4,dificiles,True,37827,0.9781,40,OK
4x4/dificiles/72.txt,4,dificiles,True,5013,0.1404,34,OK
4x4/dificiles/73.txt,4,dificiles,True,13988,0.4628,32,OK
4x4/dificiles/74.txt,4,dificiles,True,12424,0.3621,36,OK
4x4/dificiles/75.txt,4,dificiles,False,1001482,24.1548,0,timeout_or_limit
4x4/dificiles/76.txt,4,dificiles,False,1004088,29.0116,0,timeout_or_limit
4x4/dificiles/77.txt,4,dificiles,True,20316,0.6498,30,OK
4x4/dificiles/78.txt,4,dificiles,True,174945,5.3654,34,OK
4x4/dificiles/79.txt,4,dificiles,True,295806,8.6177,38,OK
4x4/dificiles/80.txt,4,dificiles,True,125747,3.4261,40,OK
4x4/dificiles/81.txt,4,dificiles,True,41440,1.163,38,OK
4x4/dificiles/82.txt,4,dificiles,True,3005,0.0893,28,OK
4x4/dificiles/83.txt,4,dificiles,True,213879,6.2306,40,OK
4x4/dificiles/84.txt,4,dificiles,True,29914,0.8953,36,OK
4x4/dificiles/85.txt,4,dificiles,True,6204,0.2254,26,OK
4x4/dificiles/86.txt,4,dificiles,True,12597,0.4446,34,OK
4x4/dificiles/87.txt,4,dificiles,False,1025542,28.073,0,timeout_or_limit
4x4/dificiles/88.txt,4,dificiles,True,1182,0.0192,20,OK
4x4/dificiles/89.txt,4,dificiles,True,2350,0.057,42,OK
4x4/dificiles/90.txt,4,dificiles,False,1004509,31.0664,0,timeout_or_limit
4x4/dificiles/91.txt,4,dificiles,True,2635,0.082,34,OK
4x4/dificiles/92.txt,4,dificiles,True,4310,0.1219,28,OK
4x4/dificiles/93.txt,4,dificiles,True,368800,11.5288,34,OK
4x4/dificiles/94.txt,4,dificiles,True,882619,23.6263,44,OK
4x4/dificiles/95.txt,4,dificiles,True,5407,0.1654,34,OK
4x4/dificiles/96.txt,4,dificiles,True,45096,1.1597,38,OK
4x4/dificiles/97.txt,4,dificiles,True,66624,2.0115,34,OK
4x4/dificiles/98.txt,4,dificiles,True,399848,12.6225,40,OK
4x4/dificiles/99.txt,4,dificiles,True,91940,2.3441,42,OK
4x4/dificiles/100.txt,4,dificiles,True,25591,0.7915,34,OK
5x5/faciles/1.txt,5,faciles,True,1172,0.0157,10,OK
5x5/faciles/2.txt,5,faciles,True,1186,0.0167,10,OK
5x5/faciles/3.txt,5,faciles,True,1144,0.0283,10,OK
5x5/faciles/4.txt,5,faciles,True,1185,0.0161,8,OK
5x5/faciles/5.txt,5,faciles,True,1176,0.0318,10,OK
5x5/faciles/6.txt,5,faciles,True,1176,0.0294,10,OK
5x5/faciles/7.txt,5,faciles,True,1144,0.0151,8,OK
5x5/faciles/8.txt,5,faciles,True,1174,0.0158,10,OK
5x5/faciles/9.txt,5,faciles,True,9,0.0,2,OK
5x5/faciles/10.txt,5,faciles,True,1144,0.0284,10,OK
5x5/faciles/11.txt,5,faciles,True,1148,0.0283,10,OK
5x5/faciles/12.txt,5,faciles,True,1185,0.0173,10,OK
5x5/faciles/13.txt,5,faciles,True,1173,0.0296,10,OK
5x5/faciles/14.txt,5,faciles,True,1177,0.0298,10,OK
5x5/faciles/15.txt,5,faciles,True,1174,0.0315,10,OK
5x5/faciles/16.txt,5,faciles,True,1148,0.029,10,OK
5x5/faciles/17.txt,5,faciles,True,1147,0.0162,8,OK
5x5/faciles/18.txt,5,faciles,True,1186,0.0164,10,OK
5x5/faciles/19.txt,5,faciles,True,1144,0.0286,10,OK
5x5/faciles/20.txt,5,faciles,True,1144,0.0306,10,OK
5x5/faciles/21.txt,5,faciles,True,1148,0.0265,10,OK
5x5/faciles/22.txt,5,faciles,True,1150,0.0305,10,OK
5x5/faciles/23.txt,5,faciles,True,1150,0.0311,10,OK
5x5/faciles/24.txt,5,faciles,True,1149,0.0305,10,OK
5x5/faciles/25.txt,5,faciles,True,1188,0.0308,10,OK
5x5/faciles/26.txt,5,faciles,True,1148,0.031,10,OK
5x5/faciles/27.txt,5,faciles,True,1177,0.0319,10,OK
5x5/faciles/28.txt,5,faciles,True,1176,0.0313,10,OK
5x5/faciles/29.txt,5,faciles,True,1186,0.0165,10,OK
5x5/faciles/30.txt,5,faciles,True,1148,0.0283,10,OK
5x5/faciles/31.txt,5,faciles,True,1150,0.0288,10,OK
5x5/faciles/32.txt,5,faciles,True,1174,0.0164,10,OK
5x5/faciles/33.txt,5,faciles,True,1176,0.0318,10,OK
5x5/faciles/34.txt,5,faciles,True,219,0.0002,6,OK
5x5/faciles/35.txt,5,faciles,True,1186,0.0168,10,OK
5x5/faciles/36.txt,5,faciles,True,1144,0.0288,10,OK
5x5/faciles/37.txt,5,faciles,True,1176,0.0319,10,OK
5x5/faciles/38.txt,5,faciles,True,1148,0.0304,10,OK
5x5/faciles/39.txt,5,faciles,True,1176,0.0313,10,OK
5x5/faciles/40.txt,5,faciles,True,1144,0.0312,10,OK
5x5/faciles/41.txt,5,faciles,True,1173,0.0322,10,OK
5x5/faciles/42.txt,5,faciles,True,1148,0.0282,10,OK
5x5/faciles/43.txt,5,faciles,True,1187,0.0324,10,OK
5x5/faciles/44.txt,5,faciles,True,1185,0.016,8,OK
5x5/faciles/45.txt,5,faciles,True,1173,0.0323,10,OK
5x5/faciles/46.txt,5,faciles,True,1150,0.031,10,OK
5x5/faciles/47.txt,5,faciles,True,1149,0.0307,10,OK
5x5/faciles/48.txt,5,faciles,True,1188,0.0309,10,OK
5x5/faciles/49.txt,5,faciles,True,1174,0.0324,10,OK
5x5/faciles/50.txt,5,faciles,True,1186,0.0161,10,OK
5x5/faciles/51.txt,5,faciles,True,1147,0.0281,10,OK
5x5/faciles/52.txt,5,faciles,True,1148,0.0291,10,OK
5x5/faciles/53.txt,5,faciles,True,1174,0.0157,10,OK
5x5/faciles/54.txt,5,faciles,True,1147,0.0282,10,OK
5x5/faciles/55.txt,5,faciles,True,1173,0.0297,10,OK
5x5/faciles/56.txt,5,faciles,True,1174,0.0301,10,OK
5x5/faciles/57.txt,5,faciles,True,1150,0.0287,10,OK
5x5/faciles/58.txt,5,faciles,True,1148,0.0308,10,OK
5x5/faciles/59.txt,5,faciles,True,1177,0.0296,10,OK
5x5/faciles/60.txt,5,faciles,True,1186,0.0158,10,OK
5x5/faciles/61.txt,5,faciles,True,1150,0.0283,10,OK
5x5/faciles/62.txt,5,faciles,True,1173,0.0318,10,OK
5x5/faciles/63.txt,5,faciles,True,1176,0.0291,10,OK
5x5/faciles/64.txt,5,faciles,True,1144,0.0283,10,OK
5x5/faciles/65.txt,5,faciles,True,1144,0.0162,8,OK
5x5/faciles/66.txt,5,faciles,True,1144,0.0289,10,OK
5x5/faciles/67.txt,5,faciles,True,1148,0.0308,10,OK
5x5/faciles/68.txt,5,faciles,True,1177,0.0317,10,OK
5x5/faciles/69.txt,5,faciles,True,1174,0.0157,10,OK
5x5/faciles/70.txt,5,faciles,True,1186,0.0153,10,OK
5x5/faciles/71.txt,5,faciles,True,1149,0.0306,10,OK
5x5/faciles/72.txt,5,faciles,True,1177,0.0301,10,OK
5x5/faciles/73.txt,5,faciles,True,1177,0.0318,10,OK
5x5/faciles/74.txt,5,faciles,True,1177,0.0322,10,OK
5x5/faciles/75.txt,5,faciles,True,1185,0.0172,10,OK
5x5/faciles/76.txt,5,faciles,True,1147,0.0305,10,OK
5x5/faciles/77.txt,5,faciles,True,1150,0.0308,10,OK
5x5/faciles/78.txt,5,faciles,True,1188,0.0311,10,OK
5x5/faciles/79.txt,5,faciles,True,1186,0.0164,10,OK
5x5/faciles/80.txt,5,faciles,True,1152,0.0288,10,OK
5x5/faciles/81.txt,5,faciles,True,1188,0.0327,10,OK
5x5/faciles/82.txt,5,faciles,True,1148,0.0308,10,OK
5x5/faciles/83.txt,5,faciles,True,14,0.0,2,OK
5x5/faciles/84.txt,5,faciles,True,1144,0.0308,10,OK
5x5/faciles/85.txt,5,faciles,True,1173,0.0318,10,OK
5x5/faciles/86.txt,5,faciles,True,1144,0.0305,10,OK
5x5/faciles/87.txt,5,faciles,True,1174,0.0324,10,OK
5x5/faciles/88.txt,5,faciles,True,1150,0.0293,10,OK
5x5/faciles/89.txt,5,faciles,True,1173,0.0302,10,OK
5x5/faciles/90.txt,5,faciles,True,1150,0.0307,10,OK
5x5/faciles/91.txt,5,faciles,True,1150,0.0283,10,OK
5x5/faciles/92.txt,5,faciles,True,1147,0.0288,10,OK
5x5/faciles/93.txt,5,faciles,True,1148,0.0283,10,OK
5x5/faciles/94.txt,5,faciles,True,1187,0.0303,10,OK
5x5/faciles/95.txt,5,faciles,True,1174,0.0318,10,OK
5x5/faciles/96.txt,5,faciles,True,1173,0.0318,10,OK
5x5/faciles/97.txt,5,faciles,True,1144,0.0308,10,OK
5x5/faciles/98.txt,5,faciles,True,1147,0.0281,10,OK
5x5/faciles/99.txt,5,faciles,True,1174,0.0323,10,OK
5x5/faciles/100.txt,5,faciles,True,1171,0.0166,10,OK
5x5/medios/1.txt,5,medios,True,1315,0.0928,18,OK
5x5/medios/2.txt,5,medios,True,1181,0.0171,20,OK
5x5/medios/3.txt,5,medios,True,1239,0.0469,20,OK
5x5/medios/4.txt,5,medios,True,1323,0.0799,20,OK
5x5/medios/5.txt,5,medios,True,1200,0.045,20,OK
5x5/medios/6.txt,5,medios,True,1219,0.034,18,OK
5x5/medios/7.txt,5,medios,True,1820,0.1107,20,OK
5x5/medios/8.txt,5,medios,True,1309,0.0508,20,OK
5x5/medios/9.txt,5,medios,True,1228,0.0174,20,OK
5x5/medios/10.txt,5,medios,True,1211,0.0318,20,OK
5x5/medios/11.txt,5,medios,True,1167,0.0292,20,OK
5x5/medios/12.txt,5,medios,True,1179,0.0165,20,OK
5x5/medios/13.txt,5,medios,True,1211,0.045,20,OK
5x5/medios/14.txt,5,medios,True,1284,0.0615,20,OK
5x5/medios/15.txt,5,medios,True,1192,0.0436,20,OK
5x5/medios/16.txt,5,medios,True,1203,0.0165,20,OK
5x5/medios/17.txt,5,medios,True,1808,0.1009,20,OK
5x5/medios/18.txt,5,medios,True,1235,0.0508,18,OK
5x5/medios/19.txt,5,medios,True,1280,0.0496,20,OK
5x5/medios/20.txt,5,medios,True,1161,0.0291,16,OK
5x5/medios/21.txt,5,medios,True,1221,0.0421,20,OK
5x5/medios/22.txt,5,medios,True,1215,0.0317,20,OK
5x5/medios/23.txt,5,medios,True,1157,0.0151,20,OK
5x5/medios/24.txt,5,medios,True,1214,0.0321,20,OK
5x5/medios/25.txt,5,medios,True,1200,0.0157,20,OK
5x5/medios/26.txt,5,medios,True,1237,0.0305,20,OK
5x5/medios/27.txt,5,medios,True,1212,0.0287,20,OK
5x5/medios/28.txt,5,medios,True,1254,0.0562,20,OK
5x5/medios/29.txt,5,medios,True,1203,0.0299,20,OK
5x5/medios/30.txt,5,medios,True,1218,0.0415,20,OK
5x5/medios/31.txt,5,medios,True,1302,0.0634,20,OK
5x5/medios/32.txt,5,medios,True,1317,0.0373,20,OK
5x5/medios/33.txt,5,medios,True,1268,0.0324,20,OK
5x5/medios/34.txt,5,medios,True,1174,0.0295,18,OK
5x5/medios/35.txt,5,medios,True,1230,0.0326,20,OK
5x5/medios/36.txt,5,medios,True,1225,0.0319,20,OK
5x5/medios/37.txt,5,medios,True,1207,0.0314,18,OK
5x5/medios/38.txt,5,medios,True,1187,0.0306,16,OK
5x5/medios/39.txt,5,medios,True,1276,0.0526,20,OK
5x5/medios/40.txt,5,medios,True,1189,0.0167,12,OK
5x5/medios/41.txt,5,medios,True,1195,0.015,20,OK
5x5/medios/42.txt,5,medios,True,1651,0.1517,18,OK
5x5/medios/43.txt,5,medios,True,1082,0.0012,8,OK
5x5/medios/44.txt,5,medios,True,1165,0.0156,20,OK
5x5/medios/45.txt,5,medios,True,1236,0.0435,20,OK
5x5/medios/46.txt,5,medios,True,1184,0.0144,18,OK
5x5/medios/47.txt,5,medios,True,1216,0.0326,20,OK
5x5/medios/48.txt,5,medios,True,1378,0.0537,20,OK
5x5/medios/49.txt,5,medios,True,1177,0.0319,12,OK
5x5/medios/50.txt,5,medios,True,1235,0.0436,20,OK
5x5/medios/51.txt,5,medios,True,1226,0.0322,20,OK
5x5/medios/52.txt,5,medios,True,1335,0.0552,20,OK
5x5/medios/53.txt,5,medios,True,1296,0.0343,20,OK
5x5/medios/54.txt,5,medios,True,1471,0.0689,22,OK
5x5/medios/55.txt,5,medios,True,1389,0.0742,20,OK
5x5/medios/56.txt,5,medios,True,1452,0.0787,18,OK
5x5/medios/57.txt,5,medios,True,1205,0.0441,20,OK
5x5/medios/58.txt,5,medios,True,1210,0.0172,20,OK
5x5/medios/59.txt,5,medios,True,1220,0.0164,20,OK
5x5/medios/60.txt,5,medios,True,1165,0.0155,20,OK
5x5/medios/61.txt,5,medios,True,1211,0.0334,20,OK
5x5/medios/62.txt,5,medios,True,1159,0.0157,14,OK
5x5/medios/63.txt,5,medios,True,1225,0.0469,18,OK
5x5/medios/64.txt,5,medios,True,1168,0.0298,16,OK
5x5/medios/65.txt,5,medios,True,1705,0.0934,20,OK
5x5/medios/66.txt,5,medios,True,1227,0.0491,20,OK
5x5/medios/67.txt,5,medios,True,1227,0.0319,20,OK
5x5/medios/68.txt,5,medios,True,1199,0.0278,20,OK
5x5/medios/69.txt,5,medios,True,1189,0.0161,20,OK
5x5/medios/70.txt,5,medios,True,1222,0.0174,20,OK
5x5/medios/71.txt,5,medios,True,1212,0.0323,20,OK
5x5/medios/72.txt,5,medios,True,1192,0.0318,16,OK
5x5/medios/73.txt,5,medios,True,1225,0.0303,20,OK
5x5/medios/74.txt,5,medios,True,1548,0.0842,20,OK
5x5/medios/75.txt,5,medios,True,1202,0.0308,18,OK
5x5/medios/76.txt,5,medios,True,1228,0.035,20,OK
5x5/medios/77.txt,5,medios,True,1186,0.0326,20,OK
5x5/medios/78.txt,5,medios,True,1343,0.071,20,OK
5x5/medios/79.txt,5,medios,True,1186,0.0271,20,OK
5x5/medios/80.txt,5,medios,True,1184,0.0283,20,OK
5x5/medios/81.txt,5,medios,True,1324,0.0361,20,OK
5x5/medios/82.txt,5,medios,True,1232,0.0493,20,OK
5x5/medios/83.txt,5,medios,True,1193,0.0311,20,OK
5x5/medios/84.txt,5,medios,True,1224,0.0466,20,OK
5x5/medios/85.txt,5,medios,True,1163,0.016,16,OK
5x5/medios/86.txt,5,medios,True,1219,0.0333,20,OK
5x5/medios/87.txt,5,medios,True,1168,0.0158,20,OK
5x5/medios/88.txt,5,medios,True,1190,0.0331,16,OK
5x5/medios/89.txt,5,medios,True,1208,0.0477,20,OK
5x5/medios/90.txt,5,medios,True,1315,0.0496,20,OK
5x5/medios/91.txt,5,medios,True,1198,0.0164,16,OK
5x5/medios/92.txt,5,medios,True,1222,0.0313,20,OK
5x5/medios/93.txt,5,medios,True,1173,0.0322,10,OK
5x5/medios/94.txt,5,medios,True,1236,0.0447,20,OK
5x5/medios/95.txt,5,medios,True,1191,0.0327,12,OK
5x5/medios/96.txt,5,medios,True,1182,0.0157,20,OK
5x5/medios/97.txt,5,medios,True,1452,0.0587,20,OK
5x5/medios/98.txt,5,medios,True,1256,0.0343,20,OK
5x5/medios/99.txt,5,medios,True,1354,0.0726,20,OK
5x5/medios/100.txt,5,medios,True,1212,0.0313,20,OK
5x5/dificiles/1.txt,5,dificiles,True,2617,0.1034,42,OK
5x5/dificiles/2.txt,5,dificiles,True,168044,9.1334,40,OK
5x5/dificiles/3.txt,5,dificiles,False,1102530,54.6401,0,timeout_or_limit
5x5/dificiles/4.txt,5,dificiles,True,77969,4.2281,40,OK
5x5/dificiles/5.txt,5,dificiles,False,1002843,50.3102,0,timeout_or_limit
5x5/dificiles/6.txt,5,dificiles,True,151248,7.379,42,OK
5x5/dificiles/7.txt,5,dificiles,True,6558,0.3095,40,OK
5x5/dificiles/8.txt,5,dificiles,True,15071,0.782,34,OK
5x5/dificiles/9.txt,5,dificiles,True,10338,0.54,36,OK
5x5/dificiles/10.txt,5,dificiles,True,71354,3.6525,46,OK
5x5/dificiles/11.txt,5,dificiles,True,67041,3.7255,38,OK
5x5/dificiles/12.txt,5,dificiles,True,37574,1.8303,44,OK
5x5/dificiles/13.txt,5,dificiles,True,313499,15.5163,50,OK
5x5/dificiles/14.txt,5,dificiles,True,5861,0.2737,42,OK
5x5/dificiles/15.txt,5,dificiles,True,30611,1.6695,44,OK
5x5/dificiles/16.txt,5,dificiles,True,82100,4.441,46,OK
5x5/dificiles/17.txt,5,dificiles,True,131568,6.6666,48,OK
5x5/dificiles/18.txt,5,dificiles,True,8095,0.4212,42,OK
5x5/dificiles/19.txt,5,dificiles,True,13681,0.6851,44,OK
5x5/dificiles/20.txt,5,dificiles,True,2961,0.1651,36,OK
5x5/dificiles/21.txt,5,dificiles,True,65563,3.1147,40,OK
5x5/dificiles/22.txt,5,dificiles,False,1002046,51.3031,0,timeout_or_limit
5x5/dificiles/23.txt,5,dificiles,True,56433,3.0646,36,OK
5x5/dificiles/24.txt,5,dificiles,True,95683,4.8276,44,OK
5x5/dificiles/25.txt,5,dificiles,True,394588,20.3599,44,OK
5x5/dificiles/26.txt,5,dificiles,True,26138,1.2873,44,OK
5x5/dificiles/27.txt,5,dificiles,True,202028,10.1598,48,OK
5x5/dificiles/28.txt,5,dificiles,True,4429,0.2001,40,OK
5x5/dificiles/29.txt,5,dificiles,True,282501,15.6195,44,OK
